ID1,ID,Extra,Date,Yesterday,Year,Start_Time,End_Time,Hatchery,Observer_Initials,ReleaseToday,Release Data,ReleaseYesterday,Cloud_Cover,Precip,Wind,Num_SeaLions,Num_HarborSeals,Num_HarborPorpoises,Num_KillerWhales,Num_SeaOtters,Num_River_Otters,Num_Mink,Num_Gulls,Num_Eagles,Num_Sea Birds,Num_PredatoryFish,Others,Uncertain,Species_MinMaxBest,Num_Skiff,Num_Pleasure,Num_CommercialFishing,Num_CruiseShipFerry,Whale_Behavior,Barrier,Num_MnHatchery,MnHatchery_MinMaxBest,Num_MnArea,MnArea_MinMaxBest,When_whales_noticed,Last_Time_Seen,Why_observation_ended,noticed during obs period,during obs period?,total time,Comments,Human_Activity,Entered_By,Tide_Direction,Tidal_Amplitude,Min_After_Change,Feed_in_the_area
1939,,,6/20/2014,,2014,7:15:00,7:30:00,Mist Cove,CH,,,,Partly Cloudy,None,Breezy,0,0,0,,0,0,0,0,1,0,0,0,0,,0,0,1,0,Not ENTERED,Not ENTERED,0,,0,,,,,,,,Not Entered,Not Entered,KP,Not ENTERED,,,Not Entered
1940,,,6/20/2014,,2014,19:00:00,19:30:00,Mist Cove,WC,,,,Overcast,Rain,Breezy,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,Not ENTERED,,0,,0,,,,,,,,Small release,Not Entered,KP,Not ENTERED,,,Not Entered
1941,,,6/24/2014,,2014,16:30:00,18:00:00,Mist Cove,TL,,,,Partly Cloudy,None,No Wind,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,Breathing at surface & diving,"Shoreline, Bubbles",1,,0,,16:30:00,18:00:00,Observer no longer in area,Yes,Yes,90,"Herring were obvious target for whale, no hatchery fish visible in whales mouth.",Not Entered,KP,Not ENTERED,,,"Herring, CLR fish"
1942,,,6/28/2014,,2014,20:30:00,21:30:00,Mist Cove,TL,,,,Sunny,None,No Wind,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,Breathing at surface & diving,"Shoreline, Bubbles",1,,0,,20:30:00,21:30:00,Whales no longer in area,Yes,Yes,60,1 whale deep in MC near float house. Fed from back of cove into MC/DC area,Not Entered,KP,Not ENTERED,,,Not Entered
1943,,,6/30/2014,,2014,8:00:00,10:30:00,Mist Cove,TL,,,,Partly Cloudy,None,No Wind,0,0,0,,0,0,0,0,0,0,0,16,0,,0,0,0,0,"Breathing at surface & diving, Surface Lunges","Shoreline, Bubbles",10,,2,,7:30:00,10:30:00,Observer no longer in area,Yes,Yes,180,Pod of Killer Whales feeding in MC/DC. PB junction. Group of 10-12 humback whales at least 2 calves feeding in same area.,Not Entered,KP,Not ENTERED,,,Salmon
2465,,,4/29/2015,,2015,8:15:00,8:30:00,Mist Cove,bv,,,,Overcast,Fog,Breezy,,,,,,,,10,2,,,,,,0,0,0,0,No Whales,No Barrier,,0,0,,,,,,,0,also rain,not noted,emc,Not ENTERED,,,not noted
2466,,,4/30/2015,,2015,8:15:00,8:30:00,Mist Cove,bv,,,,Overcast,None,No Wind,,,,,,,,,,,,Not ENTERED,Not ENTERED,,,,2,,No Whales,No Barrier,,0,0,,,,,,,0,"2 fishing vessels  headed north up chatham straight, not fishing.  No predators noted",not noted,emc,Not ENTERED,,,not noted
2468,,,5/1/2015,,2015,9:15:00,9:30:00,Mist Cove,bv,,,,Sunny,None,No Wind,,,,,,,,,,,,Not ENTERED,Not ENTERED,,,,1,,No Whales,No Barrier,,0,0,,,,,,,0,not noted,"fishing vessel streaming south, not fishing",emc,Not ENTERED,,,not noted
2470,,,5/2/2015,,2015,8:15:00,8:30:00,Mist Cove,BV,,,,Sunny,None,No Wind,,,,,,,,1,,,,Not ENTERED,Not ENTERED,,,,,,No Whales,No Barrier,,0,0,,,,,,,0,vessels not noted,not noted,emc,Not ENTERED,,,not noted
2471,,,5/2/2015,,2015,16:45:00,17:00:00,Mist Cove,bv,,,,Sunny,None,Breezy,,,,,,,,,,,,Not ENTERED,Not ENTERED,,,,,,Other (describe in comments),Shoreline,2,,,,16:45:00,17:00:00,,yes,yes,0,whales made several surface appearances in the same location (at mouth of mist cove) they appeared to be feeding. Observer no longer in area.,not noted,emc,Not ENTERED,,,not noted
2469,,,5/3/2015,,2015,16:45:00,17:00:00,Mist Cove,ch,,,,Partly Cloudy,None,Breezy,,1,,,,,,13,,,,Not ENTERED,Not ENTERED,,0,0,0,0,Breathing at surface & diving,"Shoreline, kelp",2,,,,16:55:00,18:43:00,,yes,yes,0,"2 humpbacks aroudn mouth of patterson bay/ Chatham Strait.  Cow and calf.  Calf briefly entered msit cove near north point, exited mc, headd N into patterson. 1843 both observed again off mc south bopint breaching. Observer no longer in area","none at time, small skiff in mc prio",emc,Not ENTERED,,,not noted
2472,,,5/3/2015,,2015,8:00:00,8:15:00,Mist Cove,bv,,,,Partly Cloudy,None,Breezy,,,,,,,,2,1,,,Not ENTERED,Not ENTERED,,,,,,No Whales,No Barrier,,0,0,,,,,,,0,not noted,not noted,emc,Not ENTERED,,,not noted
2473,,x,5/3/2015,,2015,17:00:00,17:15:00,Mist Cove,bv,,,,Sunny,None,Breezy,,,,,,,,1,1,,,Not ENTERED,Not ENTERED,,,,,,No Whales,No Barrier,,0,0,,,,,,,0,not noted,not noted,emc,Not ENTERED,,,not noted
2474,,,5/4/2015,,2015,8:00:00,8:15:00,Mist Cove,bv,,,,Sunny,None,Windy,,,,,,,,2,2,,,Not ENTERED,Not ENTERED,,,,1,,No Whales,No Barrier,,0,0,,,,,,,0,not noted,fishing vessel was steaming south out in chatham straight,emc,Not ENTERED,,,not noted
2475,,,5/4/2015,,2015,16:45:00,17:00:00,Mist Cove,ch,,,,Sunny,None,Breezy,0,0,0,,0,0,0,7,1,0,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,0,no whales observed,none,emc,Not ENTERED,,,not noted
2476,,,5/5/2015,,2015,8:15:00,8:30:00,Mist Cove,bv,,,,Sunny,None,Breezy,,,,,,,,,1,,,Not ENTERED,Not ENTERED,,,,,,No Whales,No Barrier,,0,0,,,,,,,0,1 immature bald eagle spotted flying north and out of sight,not noted,emc,Not ENTERED,,,not noted
2477,,,5/5/2015,,2015,16:45:00,17:00:00,Mist Cove,ch,,,,Sunny,None,Breezy,0,0,0,,0,0,0,7,2,0,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,0,no whales observed,none,emc,Not ENTERED,,,not noted
2478,,,5/6/2015,,2015,7:50:00,8:05:00,Mist Cove,ch,,,,Sunny,None,Breezy,0,0,0,,0,0,0,1,0,0,0,0,0,,0,0,1,0,No Whales,No Barrier,0,,0,,,,,,,0,no whales observed,one anchored f/v in MC,emc,Not ENTERED,,,not noted
2479,,,5/6/2015,,2015,16:30:00,16:45:00,Mist Cove,jc,,,,Partly Cloudy,None,No Wind,,,,,,,,5,1,10,,Not ENTERED,Not ENTERED,,,,2,,No Whales,No Barrier,,0,0,,,,,,,0,2 trollers visible in front of cove no whales in release area,none,emc,Not ENTERED,,,not noted
2480,,,5/7/2015,,2015,7:30:00,7:45:00,Mist Cove,tl,,,,Overcast,Fog,No Wind,,,,,,,,5,,,,Not ENTERED,Not ENTERED,,,,3,,No Whales,No Barrier,0,,0,,,,,,,0,gulls = several,3 trollers running along coast from,emc,Not ENTERED,,,not noted
2481,,,5/7/2015,,2015,16:30:00,16:50:00,Mist Cove,jc,,,,Overcast,None,Breezy,0,0,0,,0,0,0,0,0,0,0,1,0,,,,3,,No Whales,No Barrier,0,,0,,,,,,,0,not noted,3 trollers fishing,emc,Not ENTERED,,,not noted
2483,,,5/8/2015,,2015,16:30:00,16:45:00,Mist Cove,tl,,,,Sunny,None,Breezy,,,,,,,,5,,,,Not ENTERED,Not ENTERED,,,,1,,No Whales,No Barrier,0,,0,,,,,,,0,f*ckin decent outside,long liner achored in mc,emc,Not ENTERED,,,herring seen periodically over the past week
2484,,,5/9/2015,,2015,15:55:00,16:10:00,Mist Cove,tl,,,,Sunny,None,Breezy,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,,,No Whales,No Barrier,0,,0,,,,,,,0,not noted,visitors from essl in mc took off across chatham toward bay of pillars,emc,Not ENTERED,,,not noted
2485,,,5/10/2015,,2015,14:30:00,14:50:00,Mist Cove,jc,,,,Partly Cloudy,None,No Wind,,,,,,,,20,,5,,Not ENTERED,Not ENTERED,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,0,the big dirty,none,emc,Not ENTERED,,,not noted
2486,,,5/10/2015,,2015,16:30:00,17:00:00,Mist Cove,tl,,,,Sunny,None,Breezy,,,,,,,,12,12,,,Not ENTERED,Not ENTERED,,,,,,No Whales,No Barrier,0,,0,,,,,,,0,not noted,none,emc,Not ENTERED,,,not noted
2487,,,5/11/2015,,2015,16:20:00,17:00:00,Mist Cove,tl,,,,Overcast,None,Breezy,,,,,,,,5,,,,,Not ENTERED,,,,,,"Breathing at surface & diving, other",No Barrier,,0,2,,16:23:00,17:00:00,,yes,yes,0,2 whales about 2 miles form mc moving south Probably mom and calf judging by spout height.  Out of sight for several minutes then reapproached in same locatoin where first sighted.  Behavior: horizontal side feeding no visible bubblents but not surfacing.,0,emc,Not ENTERED,,,not noted
2488,,,5/12/2015,,2015,9:15:00,9:45:00,Mist Cove,JC,,,,Sunny,None,Breezy,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,1,No Whales,No Barrier,0,,0,,,,,,,0,not a damn thing,not noted,jc,Not ENTERED,,,not noted
2489,,,5/12/2015,,2015,16:30:00,,Mist Cove,nc,,,,Sunny,None,Breezy,,,,,,,,,,,,Not ENTERED,Not ENTERED,,,,,,No Whales,No Barrier,,0,0,,,,,,,0,vessels and predators not noted,not noted,emc,Not ENTERED,,,not noted
2490,,,5/13/2015,,2015,7:45:00,8:00:00,Mist Cove,bv,,,,Sunny,None,No Wind,,,,,,,,,,,,Not ENTERED,Not ENTERED,,,,,,Breathing at surface & diving,Not noted,1,,,,7:45:00,8:00:00,,yes,yes,0,not noted. Observer no longer in area,not noted,emc,Not ENTERED,,,not noted
2491,,,5/14/2015,,2015,8:45:00,9:00:00,Mist Cove,bv,,,,Sunny,None,No Wind,,,,,,,,3,1,,,Not ENTERED,Not ENTERED,,,,1,,No Whales,No Barrier,,0,0,,,,,,,0,not noted,1 fishing vessel trolling south in front of cove.,emc,Not ENTERED,,,not noted
2492,,,5/15/2015,,2015,8:00:00,8:15:00,Mist Cove,bv,,,,Sunny,None,Breezy,,,,,,,,,1,,,Not ENTERED,Not ENTERED,,0,0,0,0,No Whales,No Barrier,,0,0,,,,,,,0,not noted,not noted,emc,Not ENTERED,,,not noted
2493,,,5/16/2015,,2015,8:15:00,8:30:00,Mist Cove,bv,,,,Sunny,None,No Wind,,,,,,,,,,,,Not ENTERED,Not ENTERED,,,,2,,No Whales,No Barrier,,0,0,,,,,,,0,vessels trolling right in front of cove,not noted,emc,Not ENTERED,,,not noted
2494,,,5/16/2015,,2015,17:30:00,19:00:00,Mist Cove,bv,,,,Sunny,None,No Wind,,,,,,,,,3,,,Not ENTERED,Not ENTERED,,,,1,,"breathing at surface & diving, breaching","shoreline, bubbles",4,,,,17:00:00,19:00:00,,no,yes,0,4 humpbacks bubble feeding on herring out in front of mist cove,not noted,emc,Not ENTERED,,,herring!!
2495,,,5/19/2015,,2015,,,Mist Cove,tl,,,,Sunny,None,Breezy,,,,,,,,12,,,,Not ENTERED,Not ENTERED,,,1,,,No Whales,No Barrier,0,,0,,,,,,,0,1 vessel in mist cove visitors like the trail for rainbow fishing.  Boat unobservable from whale-wathcing locatoin,not noted,emc,Not ENTERED,,,not noted
2496,,,5/20/2015,,2015,8:25:00,8:40:00,Mist Cove,bv,,,,Sunny,None,Breezy,,,,,,,,,,,,Not ENTERED,Not ENTERED,,1,,,,Breathing at surface & diving,Shoreline,3,,1,,8:30:00,8:35:00,,yes,yes,0,3 near hatchery surfaced and down one time.  1 @ distane was heard not seen.  Says observer was no longer in the area but the end time indicates that this is not the case.,not noted,emc,Not ENTERED,,,not noted
2497,,x,5/20/2015,,2015,12:00:00,,Mist Cove,tl & bl,,,,Sunny,None,No Wind,,,6,,,,,10,20,3,,Not ENTERED,Not ENTERED,,,,,,No Whales,No Barrier,,0,0,,,,,,,0,end time not noted.  2 bull orcas seen 12:00 hrs moving N along chatham 2 mile east of mist cove.,mort dump 1/4 mile of mist cove point attracted eagles,emc,Not ENTERED,,,not noted
2514,,,5/20/2015,,2015,16:50:00,17:15:00,Mist Cove,bv,,,,Sunny,None,No Wind,,,,,,,,,,,,Not ENTERED,Not ENTERED,,,,,,Breathing at surface & diving,Shoreline,1,,2,,17:00:00,17:15:00,,yes,yes,0,"vessels not noted, 2 near patterson point, 1 near mouth of mist cove",,Not ENTERED,Not ENTERED,,,
2498,,,5/21/2015,,2015,16:12:00,16:30:00,Mist Cove,BV,,,,Sunny,None,Breezy,,,,,,,,,,,,Not ENTERED,Not ENTERED,,,,,,No Whales,No Barrier,,0,0,,,,,,,0,nothin' doing in the bottom of the 3rd.  Vessels and predators not noted.,not noted,Not ENTERED,Not ENTERED,,,not noted
2499,,,5/22/2015,,2015,6:15:00,6:30:00,Mist Cove,bv,,,,Sunny,Fog,Breezy,,,,,,,,1,3,,,Not ENTERED,Not ENTERED,,,,1,,No Whales,No Barrier,,0,0,,,,,,,0,vessel trolling south near moth of cove,not noted,emc,Not ENTERED,,,not noted
2500,,,5/22/2015,,2015,16:30:00,16:45:00,Mist Cove,bv,,,,Sunny,None,No Wind,,,,,,,,2,2,,,Not ENTERED,Not ENTERED,,,,2,,No Whales,No Barrier,,0,0,,,,,,,0,2 vessels out in chatham strait,not noted,emc,Not ENTERED,,,not noted
2501,,,5/23/2015,,2015,6:15:00,6:30:00,Mist Cove,bv,,,,Sunny,Fog,No Wind,,,,,,,,,2,,,Not ENTERED,Not ENTERED,,,,1,,No Whales,No Barrier,,0,0,,,,,,,0,vessel trolling osuth near shore,not noted,emc,Not ENTERED,,,not noted
2502,,,5/23/2015,,2015,17:00:00,17:37:00,Mist Cove,tc&bv,,,,Overcast,Rain,Not Noted,,,,,,,,30,20,,,Not ENTERED,Not ENTERED,,,,1,,No Whales,No Barrier,,0,0,,,,,,,0,potential herring ball half way between patterson pt and deep cove pt.,not noted,emc,Not ENTERED,,,not noted
2503,,,5/24/2015,,2015,6:20:00,6:35:00,Mist Cove,bv,,,,Partly Cloudy,None,Breezy,,,,,,,,,,,,Not ENTERED,Not ENTERED,,,,,,No Whales,No Barrier,,0,0,,,,,,,0,front coming across chatham.  NO animals in sight. Vessels and species not noted,not noted,emc,Not ENTERED,,,not noted
2504,,,5/24/2015,,2015,16:15:00,16:45:00,Mist Cove,bv,,,,Sunny,None,Breezy,3,,,,,,,6,8,,,Not ENTERED,Not ENTERED,,,,1,,No Whales,No Barrier,,0,0,,,,,,,0,not noted,fv way off in distance,emc,Not ENTERED,,,not noted
2505,,,5/25/2015,,2015,9:05:00,9:20:00,Mist Cove,bv,,,,Sunny,None,No Wind,,,,,,,,,1,,,Not ENTERED,Not ENTERED,,,,1,,No Whales,No Barrier,,0,0,,,,,,,0,heard 1 whale blow but no sighting at 9:10 am,fishing vessel off peterson pt,emc,Not ENTERED,,,not noted
2506,,,5/26/2015,,2015,7:00:00,7:15:00,Mist Cove,bv,,,,Sunny,None,No Wind,,,,,,,,2,1,,,Not ENTERED,Not ENTERED,,,,,,No Whales,No Barrier,,0,0,,,,,,,0,nothing this morning,not noted,emc,Not ENTERED,,,not noted
2507,,,5/26/2015,,2015,17:00:00,17:25:00,Mist Cove,bv,,,,Partly Cloudy,None,Breezy,,,,,,,,2,2,,,Not ENTERED,Not ENTERED,,,,1,,No Whales,No Barrier,,0,0,,,,,,,0,1 f/v way out in chatham about 10 miles away,not noted,emc,Not ENTERED,,,not noted
2508,,,5/27/2015,,2015,8:45:00,9:00:00,Mist Cove,bv,,,,Partly Cloudy,None,Windy,,,,,,,,,,,,Not ENTERED,Not ENTERED,,,,,,No Whales,No Barrier,,0,0,,,,,,,0,predators and vessel not noted,not noted,emc,Not ENTERED,,,not noted
2509,,,5/27/2015,,2015,17:00:00,18:00:00,Mist Cove,bn,,,,Partly Cloudy,None,Breezy,,,,,,,,1,2,,,Not ENTERED,Not ENTERED,,,,,1,No Whales,No Barrier,,0,0,,,,,,,0,cruise ship just cruuusin',not noted,emc,Not ENTERED,,,not noted
2510,,,5/28/2015,,2015,8:00:00,8:15:00,Mist Cove,BV,,,,Partly Cloudy,None,Breezy,,,,,,,,2,3,,,Not ENTERED,Not ENTERED,,,,,,No Whales,No Barrier,,0,0,,,,,,,0,not noted,not noted,emc,Not ENTERED,,,not noted
2511,,,5/28/2015,,2015,16:40:00,17:30:00,Mist Cove,bv,,,,Sunny,None,No Wind,,,,,,,,6,3,,,Not ENTERED,Not ENTERED,,1,,,,Breathing at surface & diving,Shoreline,3,,,,16:50:00,17:20:00,,yes,yes,0,whales seen in small area south of the cove,not noted,emc,Not ENTERED,,,not noted
2512,,,5/29/2015,,2015,7:00:00,7:15:00,Mist Cove,bv,,,,Sunny,None,No Wind,6,,,,,,,3,2,,,Not ENTERED,Not ENTERED,,,,,,No Whales,No Barrier,,0,0,,,,,,,0,sea lions swimming at mouth of MC,not noted,emc,Not ENTERED,,,not noted
2513,,,5/30/2015,,2015,8:15:00,8:30:00,Mist Cove,jc,,,,Sunny,None,No Wind,,,,,,,,0,2,0,,Not ENTERED,Not ENTERED,,0,0,1,0,No Whales,No Barrier,,0,0,,,,,,,0,not much activity.  Chatham is glass calm no whales,not noted,emc,Not ENTERED,,,not noted
2515,,,5/30/2015,,2015,16:50:00,17:15:00,Mist Cove,bv,,,,Sunny,None,No Wind,,,,,,,,,,,,Not ENTERED,Not ENTERED,,,,,,Breathing at surface & diving,Shoreline,1,,2,,17:00:00,17:15:00,,yes,yes,0,"2 new patterson point, 1 near mouth of mist cove. Observer no longer in area",not noted,emc,Not ENTERED,,,not noted
2516,,,5/31/2015,,2015,8:00:00,8:15:00,Mist Cove,jc,,,,Sunny,None,No Wind,,,,,,,,,,,,Not ENTERED,Not ENTERED,,,,,,No Whales,No Barrier,0,,0,,,,,,,0,no vessels noted,not noted,emc,Not ENTERED,,,not noted
2517,,,5/31/2015,,2015,16:00:00,16:15:00,Mist Cove,bv,,,,Sunny,None,No Wind,,,,,,,,,,,,Not ENTERED,Not ENTERED,,,,,,Breathing at surface & diving,No Barrier,3,,0,,16:10:00,16:15:00,,yes,yes,0,not noted.  Whales and observer no longer in area,not noted,emc,,,,not noted
2518,,,6/1/2015,,2015,8:00:00,8:15:00,Mist Cove,bv,,,,Sunny,None,No Wind,,,,,,,,,,,,Not ENTERED,Not ENTERED,,,,,,No Whales,No Barrier,0,,0,,,,,,,0,not noted.  Species and vessels not noted,not noted,emc,Not ENTERED,,,not noted
2519,,x,6/1/2015,,2015,16:45:00,17:00:00,Mist Cove,bv,,,,Sunny,None,No Wind,,,,,,,,,,,,Not ENTERED,Not ENTERED,,,,1,,No Whales,No Barrier,0,,0,,,,,,,0,vessels and species not noted,not noted,emc,Not ENTERED,,,not noted
2545,,,6/1/2015,,2015,16:00:00,16:30:00,Mist Cove,bm,,,,Sunny,None,Breezy,0,0,0,,0,0,0,10,2,0,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,0,"22,408 chinook released",not noted,emc,Not ENTERED,,,not noted
2520,,,6/2/2015,,2015,8:15:00,8:30:00,Mist Cove,Not Noted,,,,Sunny,None,No Wind,,,,,,,,,,,,Not ENTERED,Not ENTERED,,,,,,No Whales,No Barrier,0,,0,,,,,,,0,vessels not noted,not noted,emc,Not ENTERED,,,not noted
2521,,,6/2/2015,,2015,16:15:00,16:30:00,Mist Cove,bv,,,,Sunny,None,No Wind,,,,,,,,,,,,Not ENTERED,Not ENTERED,,,1,,,No Whales,No Barrier,0,,,,,,,,,0,species and vessels not noted,not noted,emc,Not ENTERED,,,not noted
2522,,,6/3/2015,,2015,8:00:00,8:15:00,Mist Cove,bv,,,,Overcast,Fog,No Wind,,,,,,,,,,,,Not ENTERED,Not ENTERED,,,,,,No Whales,No Barrier,0,,0,,,,,,,0,species and vessels not noted.  Also rain,not noted,Not ENTERED,Not ENTERED,,,not noted
2523,,,6/3/2015,,2015,16:00:00,16:15:00,Mist Cove,bv,,,,Overcast,None,Windy,,,,,,,,,,,,Not ENTERED,Not ENTERED,,,,1,,No Whales,No Barrier,3,,0,,16:05:00,16:15:00,,yes,yes,0,not noted. Observer no longer in area,not noted,emc,Not ENTERED,,,not noted
2524,,,6/4/2015,,2015,8:00:00,8:15:00,Mist Cove,bv,,,,Overcast,Fog,Breezy,0,0,,,,,,,,,,Not ENTERED,Not ENTERED,,,,,,No Whales,No Barrier,,0,0,,,,,,,0,vessels not noted,not noted,emc,Not ENTERED,,,not noted
2525,,,6/4/2015,,2015,16:00:00,16:15:00,Mist Cove,bv,,,,Overcast,Fog,No Wind,,,,,,,,,,,,Not ENTERED,Not ENTERED,,,,,,No Whales,No Barrier,0,,0,,,,,,,0,vessels not noted,not noted,emc,Not ENTERED,,,not noted
2542,,x,6/4/2015,,2015,16:30:00,16:45:00,Mist Cove,tl,,,,Sunny,None,Breezy,,,,,,,,,,,,Not ENTERED,Not ENTERED,,,,1,,No Whales,No Barrier,0,,0,,,,,,,0,not noted,not noted,emc,Not ENTERED,,,not noted
2526,,,6/5/2015,,2015,8:00:00,8:15:00,Mist Cove,bv,,,,Overcast,Fog,No Wind,,,,,,,,,,,,Not ENTERED,Not ENTERED,,,,,,No Whales,No Barrier,0,,0,,,,,,,0,also rain,not noted,emc,Not ENTERED,,,not noted
2527,,,6/5/2015,,2015,17:00:00,17:50:00,Mist Cove,bv,,,,Overcast,Fog,No Wind,,,,,,,,,,,,Not ENTERED,Not ENTERED,,,,,,No Whales,No Barrier,0,,0,,,,,,,0,vessels not noted,not noted,emc,Not ENTERED,,,not noted
2528,,,6/6/2015,,2015,9:00:00,9:15:00,Mist Cove,BV,,,,Overcast,None,Breezy,,,,,,,,,,,,Not ENTERED,Not ENTERED,,,,2,,No Whales,No Barrier,0,,0,,,,,,,0,not noted,not noted,emc,Not ENTERED,,,not noted
2529,,,6/6/2015,,2015,6:30:00,6:45:00,Mist Cove,bv,,,,Overcast,Fog,No Wind,,,,,,,,,,,,Not ENTERED,Not ENTERED,,,,2,,No Whales,No Barrier,0,,0,,,,,,,0,not noted,not noted,emc,Not ENTERED,,,not noted
2530,,,6/7/2015,,2015,8:00:00,8:15:00,Mist Cove,bv,,,,Overcast,Fog,Breezy,,,,,,,,,,,,Not ENTERED,Not ENTERED,,,,,,No Whales,No Barrier,0,,0,,,,,,,0,also rain.  Vessel not noted,not noted,emc,Not ENTERED,,,not noted
2531,,,6/7/2015,,2015,17:15:00,17:30:00,Mist Cove,bc,,,,Overcast,None,Windy,,,,,,,,,,,,Not ENTERED,Not ENTERED,,,,2,,No Whales,No Barrier,0,,0,,,,,,,0,not noted,not noted,emc,Not ENTERED,,,not noted
2532,,,6/8/2015,,2015,7:30:00,7:45:00,Mist Cove,bv,,,,Partly Cloudy,None,Breezy,,,,,,,,,1,,,Not ENTERED,Not ENTERED,,,,1,,No Whales,No Barrier,0,,0,,,,,,,0,not noted,not noted,emc,Not ENTERED,,,not noted
2533,,,6/9/2015,,2015,17:00:00,17:15:00,Mist Cove,tl,,,,Sunny,None,No Wind,,,,,,,,,,,,Not ENTERED,Not ENTERED,,,,,,No Whales,No Barrier,0,,0,,,,,,,0,not noted,not noted,emc,Not ENTERED,,,not noted
2534,,,6/10/2015,,2015,17:00:00,17:15:00,Mist Cove,tl,,,,Partly Cloudy,None,Breezy,,,,,,,,,,,,Not ENTERED,Not ENTERED,,,,2,,No Whales,No Barrier,0,,0,,,,,,,0,not noted,not noted,emc,Not ENTERED,,,not noted
2535,,,6/11/2015,,2015,8:00:00,8:15:00,Mist Cove,tl,,,,Overcast,Fog,No Wind,,,,,,,,,,,,Not ENTERED,Not ENTERED,,,,,,No Whales,No Barrier,0,,0,,,,,,,0,not noted,not noted,emc,Not ENTERED,,,not noted
2536,,,6/11/2015,,2015,17:00:00,17:15:00,Mist Cove,wc,,,,Partly Cloudy,None,No Wind,,,,,,,,,,,,Not ENTERED,Not ENTERED,,,,2,,Breaching,No Barrier,,0,1,,17:05:00,17:06:00,,yes,yes,0,whale and observer no longer in area.  Breaching more than 9 miles away,not noted,emc,Not ENTERED,,,not noted
2537,,,6/12/2015,,2015,8:00:00,8:15:00,Mist Cove,tl,,,,Overcast,None,Breezy,,,,,,,,,,,,Not ENTERED,Not ENTERED,,,,,,No Whales,No Barrier,0,,0,,,,,,,0,not noted,not noted,emc,Not ENTERED,,,not noted
2538,,,6/12/2015,,2015,,,Mist Cove,tl,,,,Partly Cloudy,None,Breezy,,,,,,,,,,,,Not ENTERED,Not ENTERED,,,,2,,No Whales,No Barrier,,0,0,,,,,,,0,time not noted,not noted,emc,Not ENTERED,,,not noted
2539,,,6/13/2015,,2015,8:00:00,8:15:00,Mist Cove,tl,,,,Overcast,None,No Wind,,,,,,,,,,,,Not ENTERED,Not ENTERED,,,,,,No Whales,No Barrier,0,,0,,,,,,,0,not noted,not noted,emc,Not ENTERED,,,not noted
2540,,,6/13/2015,,2015,17:00:00,17:15:00,Mist Cove,tl,,,,Partly Cloudy,None,Breezy,,,,,,,,,,,,Not ENTERED,Not ENTERED,,,,2,,No Whales,No Barrier,0,,0,,,,,,,0,not noted,not noted,emc,Not ENTERED,,,not noted
2541,,,6/14/2015,,2015,8:00:00,8:15:00,Mist Cove,Not Noted,,,,Overcast,None,No Wind,,,,,,,,,,,,Not ENTERED,Not ENTERED,,,,,,No Whales,No Barrier,0,,0,,,,,,,0,vessel not noted. Release site not noted.,not noted,emc,Not ENTERED,,,not noted
2543,,,6/15/2015,,2015,8:00:00,8:15:00,Mist Cove,tl,,,,Partly Cloudy,None,No Wind,,,,,,,,,,,,Not ENTERED,Not ENTERED,,,,2,1,No Whales,No Barrier,0,,0,,,,,,,0,not noted,not noted,emc,Not ENTERED,,,not noted
2467,,,6/30/2015,,2015,18:00:00,18:15:00,Mist Cove,tl,,,,Overcast,Rain,No Wind,,,,,,,,,,,,Not ENTERED,Not ENTERED,,0,0,0,0,Breathing at surface & diving,No Barrier,,0,1,,18:05:00,18:10:00,,yes,yes,0,"rian = mist.  1 humpback moving 5 from patterson pt 3 breaths dive, probably resurface beyond or out of sight.  Whales no longer in area.",not noted,emc,Not ENTERED,,,not noted
1303,,,6/6/2012,6/5/2012,2012,16:30:00,16:45:00,Not ENTERED,BC,,,,Sunny,None,Breezy,0,0,0,,0,0,0,7,1,0,0,0,0,,0,0,2,0,No Whales,No Barrier,0,,0,,,,,,,,,1 gillnetter fishing,MS,Not ENTERED,,,
1210,,,6/19/2012,6/18/2012,2012,7:45:00,8:00:00,Not ENTERED,TM,,,,Sunny,None,No Wind,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,,MS,Not ENTERED,,,
2615,,,1/0/1900,,1900,16:30:00,16:45:00,Port Armstrong,jr,,,,Partly Cloudy,None,No Wind,0,0,0,,0,0,0,20,0,7,0,0,0,,1,0,2,0,No Whales,No Barrier,0,,0,,,,,,,0,also 1 troller fishing in bay and 1 troller anchored,"1 person wokring at coho pens, 2 people moving lumber in skiff",emc,Not ENTERED,,,herring
